"ID","12142020-cnf-1","12172020cl3","12182020cl1","12192020cml1","12202020","12212020","12232020cp","12252020cp2f"
"1579434|fgenesh1_pm.3_#_338",NA,NA,1,NA,NA,2,2,NA
"1579438|fgenesh1_pm.3_#_342",NA,NA,NA,NA,6,2,NA,NA
"1579456|fgenesh1_pm.3_#_360",NA,NA,1,NA,NA,NA,NA,NA
"1579477|fgenesh1_pm.4_#_7",NA,1,NA,2,NA,NA,NA,NA
"1579499|fgenesh1_pm.4_#_29",NA,NA,NA,NA,1,NA,NA,NA
"1579515|fgenesh1_pm.4_#_45",NA,82,96,2,14,73,234,284
"1579521|fgenesh1_pm.4_#_51",NA,NA,1,NA,NA,NA,NA,2
"1579530|fgenesh1_pm.4_#_60",2,1,NA,NA,NA,NA,NA,NA
"1579541|fgenesh1_pm.4_#_71",NA,NA,NA,NA,NA,NA,1,NA
"1579542|fgenesh1_pm.4_#_72",NA,NA,NA,NA,2,NA,NA,NA
"1579543|fgenesh1_pm.4_#_73",NA,1,NA,2,1,NA,NA,2
"1579544|fgenesh1_pm.4_#_74",NA,NA,NA,NA,NA,NA,NA,2
"1579547|fgenesh1_pm.4_#_77",NA,NA,NA,NA,2,NA,NA,NA
"1579548|fgenesh1_pm.4_#_78",NA,3,2,NA,NA,NA,NA,6
"1579576|fgenesh1_pm.4_#_106",NA,10,NA,6,NA,2,9,10
"1579584|fgenesh1_pm.4_#_114",4,7,12,26,50,7,6,89
"1579594|fgenesh1_pm.4_#_124",NA,1,2,NA,3,4,2,NA
"1579602|fgenesh1_pm.4_#_132",NA,NA,NA,2,4,NA,NA,7
"1579606|fgenesh1_pm.4_#_136",NA,3,NA,NA,4,NA,2,NA
"1579615|fgenesh1_pm.4_#_145",NA,NA,NA,NA,NA,2,NA,NA
"1579622|fgenesh1_pm.4_#_152",NA,8,17,9,12,NA,NA,14
"1579634|fgenesh1_pm.4_#_164",NA,4,4,1,2,NA,NA,NA
"1579638|fgenesh1_pm.4_#_168",NA,NA,2,NA,NA,2,NA,NA
"1579650|fgenesh1_pm.4_#_180",2,6,NA,4,3,NA,2,4
"1579686|fgenesh1_pm.4_#_216",2,6,NA,8,6,8,NA,2
"1579693|fgenesh1_pm.4_#_223",NA,NA,NA,2,NA,NA,NA,NA
"1579708|fgenesh1_pm.4_#_238",38,60,30,53,42,50,NA,30
"1579714|fgenesh1_pm.4_#_244",NA,1,4,NA,2,NA,2,NA
"1579741|fgenesh1_pm.4_#_271",6,33,18,10,28,6,7,21
"1579750|fgenesh1_pm.4_#_280",NA,2,NA,NA,4,NA,NA,NA
"1579768|fgenesh1_pm.4_#_298",2,NA,NA,2,NA,NA,NA,NA
"1579790|fgenesh1_pm.5_#_17",NA,3,6,2,NA,NA,NA,NA
"1579793|fgenesh1_pm.5_#_20",NA,NA,NA,2,NA,NA,NA,NA
"1579797|fgenesh1_pm.5_#_24",NA,NA,2,NA,NA,NA,NA,NA
"1579814|fgenesh1_pm.5_#_41",NA,NA,NA,1,NA,2,NA,2
"1579821|fgenesh1_pm.5_#_48",NA,NA,NA,NA,NA,NA,NA,2
"1579830|fgenesh1_pm.5_#_57",NA,NA,2,NA,NA,NA,NA,2
"1579832|fgenesh1_pm.5_#_59",NA,6,16,4,2,8,2,15
"1579836|fgenesh1_pm.5_#_63",NA,NA,NA,NA,NA,NA,2,NA
"1579838|fgenesh1_pm.5_#_65",NA,NA,1,NA,NA,NA,NA,NA
"1579844|fgenesh1_pm.5_#_71",NA,NA,NA,2,2,NA,NA,2
"1579862|fgenesh1_pm.5_#_89",NA,NA,NA,2,NA,NA,NA,NA
"1579866|fgenesh1_pm.5_#_93",NA,NA,NA,NA,NA,2,2,NA
"1579874|fgenesh1_pm.5_#_101",NA,NA,NA,2,NA,NA,NA,NA
"1579875|fgenesh1_pm.5_#_102",2,16,6,16,27,8,2,7
"1579879|fgenesh1_pm.5_#_106",NA,3,4,2,4,2,2,6
"1579889|fgenesh1_pm.5_#_116",NA,NA,1,NA,NA,NA,2,NA
"1579906|fgenesh1_pm.5_#_133",25,95,62,102,68,11,108,95
"1579907|fgenesh1_pm.5_#_134",NA,1,NA,NA,2,NA,3,NA
"1579909|fgenesh1_pm.5_#_136",NA,NA,2,NA,2,NA,NA,2
"1579917|fgenesh1_pm.5_#_144",6,24,8,40,42,24,184,310
"1579921|fgenesh1_pm.5_#_148",21,11,15,6,11,16,14,22
"1579927|fgenesh1_pm.5_#_154",NA,6,7,5,18,5,NA,14
"1579943|fgenesh1_pm.5_#_170",NA,NA,NA,NA,NA,2,NA,NA
"1579959|fgenesh1_pm.5_#_186",393,136,392,750,733,579,99,191
"1579982|fgenesh1_pm.5_#_209",2,383,240,85,74,81,132,791
"1579992|fgenesh1_pm.5_#_219",NA,NA,NA,NA,2,NA,NA,NA
"1579998|fgenesh1_pm.5_#_225",NA,NA,3,NA,NA,NA,NA,NA
"1580006|fgenesh1_pm.5_#_233",NA,2,4,6,7,NA,1,6
"1580039|fgenesh1_pm.5_#_266",NA,1,NA,2,NA,2,NA,5
"1580045|fgenesh1_pm.6_#_5",NA,12,9,8,12,3,2,2
"1580060|fgenesh1_pm.6_#_20",6,9,1,11,3,10,13,67
"1580063|fgenesh1_pm.6_#_23",NA,1,NA,NA,NA,NA,NA,NA
"1580079|fgenesh1_pm.6_#_39",NA,2,NA,2,2,NA,NA,NA
"1580080|fgenesh1_pm.6_#_40",NA,4,8,NA,4,NA,NA,6
"1580083|fgenesh1_pm.6_#_43",NA,2,NA,NA,NA,NA,NA,NA
"1580146|fgenesh1_pm.6_#_106",NA,NA,NA,2,NA,NA,NA,6
"1580175|fgenesh1_pm.6_#_135",NA,NA,NA,NA,1,NA,NA,NA
"1580184|fgenesh1_pm.6_#_144",NA,2,NA,NA,2,NA,2,NA
"1580185|fgenesh1_pm.6_#_145",NA,2,NA,NA,NA,NA,NA,NA
"1580186|fgenesh1_pm.6_#_146",NA,NA,NA,NA,NA,NA,NA,2
"1580192|fgenesh1_pm.6_#_152",NA,10,2,4,6,NA,NA,10
"1580193|fgenesh1_pm.6_#_153",NA,NA,NA,NA,NA,NA,NA,2
"1580221|fgenesh1_pm.6_#_181",NA,1,NA,NA,NA,NA,NA,NA
"1580243|fgenesh1_pm.6_#_203",2,NA,2,NA,NA,2,NA,NA
"1580257|fgenesh1_pm.6_#_217",NA,NA,NA,NA,NA,NA,2,NA
"158026|CE158025_7126",2,1,6,6,6,2,NA,10
"1580260|fgenesh1_pm.6_#_220",10,4,34,44,60,57,14,85
"1580266|fgenesh1_pm.6_#_226",NA,1,NA,2,NA,2,NA,NA
"1580275|fgenesh1_pm.6_#_235",NA,2,NA,2,NA,NA,NA,2
"1580300|fgenesh1_pm.6_#_260",NA,NA,2,NA,NA,NA,NA,4
"1580305|fgenesh1_pm.6_#_265",NA,3,2,NA,2,NA,NA,2
"1580321|fgenesh1_pm.6_#_281",NA,NA,2,NA,NA,NA,NA,NA
"1580325|fgenesh1_pm.6_#_285",NA,NA,NA,NA,2,NA,NA,NA
"1580329|fgenesh1_pm.6_#_289",NA,2,4,8,NA,NA,NA,9
"1580332|fgenesh1_pm.6_#_292",NA,2,15,13,19,10,38,16
"1580342|fgenesh1_pm.6_#_302",NA,NA,2,NA,4,NA,2,2
"1580355|fgenesh1_pm.7_#_12",NA,1,NA,NA,NA,NA,NA,NA
"1580358|fgenesh1_pm.7_#_15",NA,NA,2,4,4,NA,NA,2
"1580371|fgenesh1_pm.7_#_28",NA,NA,NA,NA,NA,2,NA,NA
"1580380|fgenesh1_pm.7_#_37",NA,4,NA,NA,NA,NA,NA,NA
"1580384|fgenesh1_pm.7_#_41",2,NA,4,2,6,NA,4,1
"1580385|fgenesh1_pm.7_#_42",NA,NA,NA,1,1,2,NA,1
"1580401|fgenesh1_pm.7_#_58",NA,NA,2,2,NA,NA,NA,NA
"1580402|fgenesh1_pm.7_#_59",NA,2,2,6,4,NA,NA,2
"1580403|fgenesh1_pm.7_#_60",NA,2,NA,NA,NA,NA,NA,NA
"1580427|fgenesh1_pm.7_#_84",NA,5,7,2,4,NA,NA,2
"1580438|fgenesh1_pm.7_#_95",NA,NA,1,2,NA,NA,NA,NA
"1580446|fgenesh1_pm.7_#_103",NA,NA,NA,2,NA,NA,NA,6
"1580455|fgenesh1_pm.7_#_112",NA,NA,NA,NA,2,NA,NA,NA
"1580467|fgenesh1_pm.7_#_124",NA,NA,2,NA,1,NA,NA,NA
"1580486|fgenesh1_pm.7_#_143",NA,1,NA,NA,NA,NA,NA,NA
"1580488|fgenesh1_pm.7_#_145",2,NA,NA,NA,2,2,2,2
"1580514|fgenesh1_pm.7_#_171",NA,4,4,2,NA,4,NA,3
"1580521|fgenesh1_pm.7_#_178",NA,2,NA,2,NA,NA,NA,2
"1580553|fgenesh1_pm.8_#_10",NA,8,4,NA,2,NA,NA,1
"1580571|fgenesh1_pm.8_#_28",NA,4,2,12,11,6,6,17
"1580577|fgenesh1_pm.8_#_34",NA,2,NA,NA,3,NA,NA,NA
"1580578|fgenesh1_pm.8_#_35",NA,1,NA,NA,2,NA,NA,NA
"1580582|fgenesh1_pm.8_#_39",10,NA,NA,NA,NA,2,NA,4
"1580587|fgenesh1_pm.8_#_44",2,NA,NA,NA,NA,1,2,NA
"1580590|fgenesh1_pm.8_#_47",NA,NA,NA,4,3,2,NA,2
"1580593|fgenesh1_pm.8_#_50",NA,NA,NA,NA,2,NA,NA,NA
"1580598|fgenesh1_pm.8_#_55",NA,6,NA,2,2,NA,NA,NA
"1580599|fgenesh1_pm.8_#_56",NA,2,NA,NA,4,NA,2,2
"1580607|fgenesh1_pm.8_#_64",2,2,6,NA,4,5,NA,2
"1580630|fgenesh1_pm.8_#_87",8,61,71,69,53,64,NA,35
"1580634|fgenesh1_pm.8_#_91",6,9,10,8,6,10,2,7
"1580673|fgenesh1_pm.8_#_130",NA,NA,NA,NA,2,NA,NA,NA
"1580678|fgenesh1_pm.8_#_135",NA,2,NA,NA,NA,NA,NA,NA
"1580683|fgenesh1_pm.8_#_140",NA,1,4,2,5,NA,NA,2
"1580684|fgenesh1_pm.8_#_141",NA,NA,2,2,2,NA,NA,10
"1580692|fgenesh1_pm.8_#_149",NA,NA,NA,3,NA,NA,2,6
"1580696|fgenesh1_pm.8_#_153",NA,2,NA,NA,NA,NA,NA,NA
"1580714|fgenesh1_pm.8_#_171",NA,NA,NA,2,4,NA,NA,NA
"1580720|fgenesh1_pm.8_#_177",NA,NA,2,NA,2,5,NA,NA
"1580723|fgenesh1_pm.8_#_180",NA,NA,2,2,NA,NA,NA,2
"1580756|fgenesh1_pm.8_#_213",1,1,2,2,NA,NA,6,NA
"1580762|fgenesh1_pm.8_#_219",NA,4,2,1,10,4,1,NA
"1580763|fgenesh1_pm.8_#_220",NA,NA,2,NA,NA,NA,2,NA
"1580764|fgenesh1_pm.8_#_221",NA,4,NA,2,4,NA,NA,NA
"1580794|fgenesh1_pm.9_#_30",NA,2,NA,NA,NA,NA,NA,NA
"1580796|fgenesh1_pm.9_#_32",NA,32,31,47,56,55,21,79
"1580867|fgenesh1_pm.9_#_103",NA,2,NA,4,NA,NA,NA,6
"1580868|fgenesh1_pm.9_#_104",NA,1,NA,3,4,2,NA,NA
"1580908|fgenesh1_pm.9_#_144",NA,NA,NA,NA,2,4,NA,1
"1580913|fgenesh1_pm.9_#_149",NA,NA,2,4,2,NA,NA,7
"1580916|fgenesh1_pm.9_#_152",NA,14,1,10,17,15,NA,21
"1580936|fgenesh1_pm.10_#_8",NA,NA,NA,NA,NA,2,NA,NA
"1580950|fgenesh1_pm.10_#_22",NA,NA,NA,NA,3,NA,NA,NA
"1580956|fgenesh1_pm.10_#_28",NA,NA,NA,NA,6,NA,2,NA
"1580965|fgenesh1_pm.10_#_37",4,11,14,10,14,22,17,8
"1580967|fgenesh1_pm.10_#_39",NA,NA,2,NA,NA,NA,NA,NA
"1580978|fgenesh1_pm.10_#_50",NA,NA,2,NA,NA,NA,NA,2
"1580985|fgenesh1_pm.10_#_57",6,NA,2,2,4,2,NA,NA
"1581000|fgenesh1_pm.10_#_72",NA,1,8,5,6,3,NA,1
"1581004|fgenesh1_pm.10_#_76",NA,1,NA,NA,NA,NA,NA,NA
"1581012|fgenesh1_pm.10_#_84",NA,4,NA,NA,NA,NA,NA,NA
"1581014|fgenesh1_pm.10_#_86",NA,6,3,14,13,15,NA,6
"1581028|fgenesh1_pm.10_#_100",2,2,NA,NA,NA,2,NA,NA
"1581038|fgenesh1_pm.10_#_110",NA,2,2,NA,NA,3,NA,8
"1581090|fgenesh1_pm.10_#_162",NA,5,4,NA,4,2,NA,NA
"1581094|fgenesh1_pm.10_#_166",NA,NA,NA,1,NA,NA,2,NA
"1581118|fgenesh1_pm.10_#_190",NA,7,14,6,21,4,NA,8
"1581119|fgenesh1_pm.10_#_191",NA,NA,NA,NA,2,NA,NA,NA
"1581126|fgenesh1_pm.10_#_198",NA,NA,NA,2,NA,NA,NA,NA
"1581129|fgenesh1_pm.10_#_201",2,NA,NA,NA,NA,NA,NA,NA
"1581159|fgenesh1_pm.11_#_5",NA,NA,6,2,2,NA,NA,2
"1581168|fgenesh1_pm.11_#_14",NA,1,NA,NA,NA,NA,NA,NA
"1581169|fgenesh1_pm.11_#_15",NA,2,2,2,5,4,7,14
"1581175|fgenesh1_pm.11_#_21",NA,2,4,3,4,NA,NA,NA
"1581188|fgenesh1_pm.11_#_34",NA,1,4,2,NA,2,NA,NA
"1581199|fgenesh1_pm.11_#_45",NA,2,NA,NA,NA,NA,NA,NA
"1581203|fgenesh1_pm.11_#_49",NA,1,1,NA,NA,NA,NA,2
"1581208|fgenesh1_pm.11_#_54",2,6,5,2,9,NA,NA,3
"1581214|fgenesh1_pm.11_#_60",NA,1,NA,NA,2,NA,NA,2
"1581219|fgenesh1_pm.11_#_65",NA,NA,NA,NA,NA,2,NA,NA
"1581244|fgenesh1_pm.11_#_90",NA,NA,NA,2,6,NA,NA,NA
"1581258|fgenesh1_pm.11_#_104",NA,NA,NA,NA,4,NA,NA,2
"1581275|fgenesh1_pm.11_#_121",1,NA,NA,NA,NA,NA,NA,NA
"1581298|fgenesh1_pm.11_#_144",NA,NA,NA,NA,NA,1,NA,NA
"1581304|fgenesh1_pm.11_#_150",NA,4,NA,NA,NA,NA,NA,2
"1581318|fgenesh1_pm.11_#_164",NA,NA,1,NA,NA,NA,NA,NA
"1581324|fgenesh1_pm.11_#_170",NA,NA,1,NA,NA,NA,NA,NA
"1581327|fgenesh1_pm.11_#_173",NA,NA,NA,NA,1,NA,NA,NA
"1581333|fgenesh1_pm.12_#_3",NA,9,16,55,61,4,NA,6
"1581336|fgenesh1_pm.12_#_6",NA,1,NA,3,NA,NA,2,2
"1581341|fgenesh1_pm.12_#_11",NA,NA,NA,NA,2,NA,NA,2
"1581343|fgenesh1_pm.12_#_13",NA,2,2,NA,NA,NA,1,NA
"1581347|fgenesh1_pm.12_#_17",2,2,8,4,7,5,3,19
"1581365|fgenesh1_pm.12_#_35",NA,NA,NA,NA,NA,NA,NA,6
"1581368|fgenesh1_pm.12_#_38",NA,2,1,NA,NA,NA,2,3
"1581373|fgenesh1_pm.12_#_43",NA,NA,NA,2,NA,NA,14,10
"1581390|fgenesh1_pm.12_#_60",NA,2,NA,2,4,4,NA,NA
"1581393|fgenesh1_pm.12_#_63",NA,NA,4,12,20,16,6,24
"1581399|fgenesh1_pm.12_#_69",NA,NA,NA,NA,2,NA,NA,NA
"1581421|fgenesh1_pm.12_#_91",NA,NA,2,NA,NA,NA,NA,NA
"1581463|fgenesh1_pm.12_#_133",NA,NA,NA,NA,NA,2,NA,NA
"1581480|fgenesh1_pm.13_#_7",2,4,NA,2,NA,1,NA,4
"1581494|fgenesh1_pm.13_#_21",NA,NA,NA,2,NA,NA,NA,2
"1581497|fgenesh1_pm.13_#_24",NA,NA,NA,2,NA,NA,NA,NA
"1581501|fgenesh1_pm.13_#_28",NA,NA,NA,4,NA,NA,NA,NA
"1581503|fgenesh1_pm.13_#_30",NA,2,NA,NA,NA,NA,NA,NA
"1581511|fgenesh1_pm.13_#_38",NA,NA,NA,NA,2,2,1,27
"1581515|fgenesh1_pm.13_#_42",NA,NA,NA,2,NA,NA,NA,NA
"1581518|fgenesh1_pm.13_#_45",NA,NA,NA,2,NA,NA,NA,NA
"1581522|fgenesh1_pm.13_#_49",NA,2,NA,4,2,NA,NA,2
"1581529|fgenesh1_pm.13_#_56",NA,1,1,NA,NA,NA,NA,3
"1581533|fgenesh1_pm.13_#_60",NA,NA,NA,NA,NA,NA,NA,2
"1581550|fgenesh1_pm.13_#_77",NA,NA,NA,NA,1,NA,NA,NA
"1581563|fgenesh1_pm.13_#_90",NA,NA,NA,NA,3,NA,NA,NA
"1581568|fgenesh1_pm.13_#_95",NA,NA,2,NA,2,2,NA,4
"1581590|fgenesh1_pm.13_#_117",4,NA,NA,NA,NA,NA,NA,2
"1581597|fgenesh1_pm.13_#_124",NA,NA,NA,NA,NA,NA,NA,5
"1581635|fgenesh1_pm.14_#_24",NA,NA,NA,NA,1,NA,NA,6
"1581637|fgenesh1_pm.14_#_26",NA,NA,NA,NA,1,NA,NA,NA
"1581643|fgenesh1_pm.14_#_32",NA,NA,NA,NA,NA,2,NA,NA
"1581646|fgenesh1_pm.14_#_35",NA,6,13,19,15,6,10,20
"1581675|fgenesh1_pm.14_#_64",NA,10,NA,2,2,2,1,NA
"1581693|fgenesh1_pm.15_#_1",NA,NA,2,NA,2,2,2,NA
"1581701|fgenesh1_pm.15_#_9",NA,3,NA,NA,NA,NA,NA,NA
"1581710|fgenesh1_pm.15_#_18",NA,3,NA,NA,NA,NA,NA,1
"1581725|fgenesh1_pm.15_#_33",NA,NA,2,NA,2,1,4,NA
"1581726|fgenesh1_pm.15_#_34",NA,2,11,2,4,2,24,10
"1581732|fgenesh1_pm.15_#_40",NA,NA,NA,NA,2,4,NA,NA
"1581747|fgenesh1_pm.15_#_55",NA,NA,NA,NA,NA,NA,NA,4
"1581750|fgenesh1_pm.15_#_58",NA,NA,NA,NA,NA,NA,NA,4
"1581798|fgenesh1_pm.16_#_1",NA,NA,NA,NA,1,NA,NA,NA
"1581812|fgenesh1_pm.16_#_15",NA,2,2,NA,NA,NA,NA,NA
"1581816|fgenesh1_pm.16_#_19",10,29,97,17,46,51,481,251
"1581827|fgenesh1_pm.16_#_30",NA,NA,NA,NA,NA,NA,2,NA
"1581846|fgenesh1_pm.16_#_49",NA,7,2,2,NA,8,NA,NA
"1581853|fgenesh1_pm.16_#_56",NA,NA,NA,2,NA,2,NA,2
"1581863|fgenesh1_pm.16_#_66",5,2,2,8,4,2,NA,3
"1581864|fgenesh1_pm.16_#_67",NA,NA,NA,NA,3,NA,NA,NA
"1581870|fgenesh1_pm.16_#_73",NA,NA,NA,NA,2,NA,NA,NA
"1581891|fgenesh1_pm.17_#_1",57,18,26,52,69,48,4,73
"1581911|fgenesh1_pm.17_#_21",4,NA,4,5,NA,2,2,4
"1581913|fgenesh1_pm.17_#_23",NA,1,10,16,27,11,2,1
"1581914|fgenesh1_pm.17_#_24",2,4,4,6,6,4,NA,2
"1581916|fgenesh1_pm.17_#_26",NA,1,NA,NA,NA,NA,NA,NA
"1581946|fgenesh1_pm.17_#_56",NA,NA,2,NA,2,2,NA,NA
"1581952|fgenesh1_pm.17_#_62",NA,2,2,2,4,4,NA,NA
"1581955|fgenesh1_pm.17_#_65",NA,NA,1,NA,NA,NA,NA,NA
"1581973|fgenesh1_pm.17_#_83",NA,NA,NA,NA,NA,NA,NA,1
"1581991|fgenesh1_pm.18_#_15",NA,2,NA,NA,NA,NA,NA,NA
"1581992|fgenesh1_pm.18_#_16",NA,NA,NA,NA,NA,NA,2,NA
"1581995|fgenesh1_pm.18_#_19",NA,NA,NA,NA,2,NA,NA,NA
"1582009|fgenesh1_pm.18_#_33",NA,3,NA,NA,NA,NA,NA,NA
"1582034|fgenesh1_pm.18_#_58",NA,NA,2,NA,NA,NA,NA,NA
"1582039|fgenesh1_pm.18_#_63",12,6,10,6,4,22,NA,NA
"1582050|fgenesh1_pm.18_#_74",NA,NA,2,4,3,NA,2,NA
"1582072|fgenesh1_pm.18_#_96",NA,NA,NA,NA,1,NA,NA,2
"1582087|fgenesh1_pm.18_#_111",NA,1,2,NA,2,NA,NA,NA
"1582094|fgenesh1_pm.19_#_1",2,3,5,4,2,5,NA,2
"1582112|fgenesh1_pm.19_#_19",NA,1,3,NA,2,NA,NA,NA
"1582129|fgenesh1_pm.19_#_36",NA,NA,NA,NA,2,NA,7,12
"1582158|fgenesh1_pm.19_#_65",NA,NA,NA,NA,2,4,NA,4
"1582161|fgenesh1_pm.19_#_68",NA,6,4,4,6,NA,NA,9
"1582167|fgenesh1_pm.20_#_2",NA,NA,NA,NA,NA,2,NA,2
"1582168|fgenesh1_pm.20_#_3",NA,3,2,NA,NA,NA,NA,NA
"1582169|fgenesh1_pm.20_#_4",NA,NA,NA,NA,NA,NA,2,NA
"1582181|fgenesh1_pm.20_#_16",NA,NA,NA,NA,1,NA,NA,NA
"1582183|fgenesh1_pm.20_#_18",NA,8,4,2,NA,4,2,32
"1582206|fgenesh1_pm.20_#_41",NA,1,NA,NA,NA,NA,NA,NA
"1582212|fgenesh1_pm.21_#_3",NA,2,NA,NA,NA,NA,NA,NA
"1582221|fgenesh1_pm.21_#_12",NA,NA,NA,NA,2,NA,NA,NA
"1582234|fgenesh1_pm.21_#_25",NA,NA,NA,NA,NA,NA,NA,2
"1582235|fgenesh1_pm.21_#_26",NA,NA,NA,NA,NA,2,NA,NA
"1582237|fgenesh1_pm.21_#_28",NA,NA,1,2,2,NA,2,NA
"1582239|fgenesh1_pm.21_#_30",NA,NA,NA,NA,NA,NA,NA,2
"1582264|fgenesh1_pm.21_#_55",NA,169,8,NA,NA,NA,408,515
"1582267|fgenesh1_pm.21_#_58",NA,NA,2,NA,2,2,NA,6
"1582274|fgenesh1_pm.21_#_65",NA,NA,2,2,2,2,NA,2
"1582278|fgenesh1_pm.21_#_69",NA,2,2,1,2,NA,2,NA
"1582301|fgenesh1_pm.21_#_92",NA,NA,NA,NA,NA,NA,2,2
"1582313|fgenesh1_pm.21_#_104",2,4,2,4,4,4,NA,2
"1582316|fgenesh1_pm.21_#_107",NA,12,3,8,11,2,NA,21
"1582327|fgenesh1_pm.21_#_118",NA,NA,2,NA,NA,NA,NA,1
"1582350|fgenesh1_pm.22_#_2",NA,NA,NA,2,NA,NA,NA,2
"1582351|fgenesh1_pm.22_#_3",NA,2,1,3,3,2,NA,2
"1582366|fgenesh1_pm.22_#_18",NA,NA,NA,NA,NA,2,NA,NA
"1582376|fgenesh1_pm.22_#_28",2,1,2,2,NA,NA,NA,NA
"1582384|fgenesh1_pm.22_#_36",NA,1,8,8,8,2,2,2
"1582406|fgenesh1_pm.22_#_58",NA,11,8,6,6,1,NA,1
"1582417|fgenesh1_pm.22_#_69",NA,NA,NA,NA,NA,NA,2,NA
"1582423|fgenesh1_pm.22_#_75",NA,1,NA,NA,1,NA,NA,NA
"1582476|fgenesh1_pm.23_#_6",NA,1,NA,1,2,NA,NA,NA
"1582488|fgenesh1_pm.23_#_18",NA,NA,NA,NA,2,NA,2,NA
"1582504|fgenesh1_pm.23_#_34",NA,NA,NA,NA,NA,NA,NA,2
"1582514|fgenesh1_pm.23_#_44",NA,3,NA,NA,2,NA,NA,NA
"1582531|fgenesh1_pm.23_#_61",NA,2,2,NA,NA,NA,2,NA
"1582539|fgenesh1_pm.23_#_69",NA,NA,2,4,2,NA,NA,2
"1582552|fgenesh1_pm.23_#_82",NA,NA,NA,NA,NA,2,NA,NA
"1582567|fgenesh1_pm.24_#_8",NA,1,NA,NA,NA,2,NA,NA
"1582582|fgenesh1_pm.24_#_23",NA,NA,1,NA,3,NA,2,NA
"1582595|fgenesh1_pm.24_#_36",NA,NA,3,NA,2,2,NA,2
"1582610|fgenesh1_pm.24_#_51",NA,NA,NA,NA,2,NA,2,1
"1582623|fgenesh1_pm.24_#_64",81,172,459,387,480,210,646,666
"1582630|fgenesh1_pm.24_#_71",NA,2,NA,NA,NA,NA,NA,NA
"1582632|fgenesh1_pm.24_#_73",NA,NA,NA,3,2,NA,NA,NA
"1582637|fgenesh1_pm.25_#_5",NA,NA,2,NA,NA,2,NA,NA
"1582648|fgenesh1_pm.25_#_16",NA,NA,NA,2,NA,NA,NA,NA
"1582649|fgenesh1_pm.25_#_17",NA,NA,NA,2,2,1,NA,NA
"1582651|fgenesh1_pm.25_#_19",NA,2,NA,NA,2,NA,NA,NA
"1582656|fgenesh1_pm.25_#_24",NA,NA,4,NA,NA,1,NA,2
"1582663|fgenesh1_pm.25_#_31",2,4,4,11,12,NA,2,19
"1582678|fgenesh1_pm.25_#_46",NA,NA,NA,1,NA,2,1,NA
"1582682|fgenesh1_pm.25_#_50",NA,NA,2,NA,2,NA,NA,4
"1582691|fgenesh1_pm.25_#_59",NA,NA,NA,NA,2,NA,NA,NA
"1582696|fgenesh1_pm.25_#_64",NA,NA,NA,2,NA,NA,NA,2
"1582705|fgenesh1_pm.26_#_3",NA,2,2,3,NA,NA,NA,NA
"1582729|fgenesh1_pm.26_#_27",2,NA,NA,NA,NA,NA,NA,NA
"1582730|fgenesh1_pm.26_#_28",NA,NA,NA,NA,2,NA,NA,NA
"1582745|fgenesh1_pm.26_#_43",NA,3,NA,2,NA,5,NA,9
"1582755|fgenesh1_pm.26_#_53",NA,NA,NA,NA,NA,NA,NA,2
"1582756|fgenesh1_pm.26_#_54",NA,2,NA,1,NA,NA,NA,NA
"1582762|fgenesh1_pm.26_#_60",NA,NA,NA,NA,NA,NA,NA,2
"1582784|fgenesh1_pm.27_#_10",NA,107,43,2,28,43,4,92
"1582808|fgenesh1_pm.27_#_34",NA,NA,NA,NA,NA,NA,NA,2
"1582823|fgenesh1_pm.27_#_49",NA,NA,NA,2,2,NA,NA,NA
"1582826|fgenesh1_pm.27_#_52",NA,1,2,NA,2,NA,NA,2
"1582832|fgenesh1_pm.27_#_58",NA,NA,3,11,2,1,NA,NA
"1582856|fgenesh1_pm.28_#_17",NA,1,NA,NA,NA,NA,NA,NA
"1582860|fgenesh1_pm.28_#_21",NA,NA,2,NA,NA,NA,NA,4
"1582869|fgenesh1_pm.28_#_30",NA,NA,NA,3,2,2,NA,NA
"1582873|fgenesh1_pm.28_#_34",NA,NA,NA,NA,NA,NA,NA,2
"1582883|fgenesh1_pm.28_#_44",NA,2,5,3,4,2,NA,NA
"1582897|fgenesh1_pm.28_#_58",NA,1,NA,NA,2,4,NA,NA
"1582915|fgenesh1_pm.28_#_76",NA,NA,NA,NA,NA,NA,NA,2
"1582924|fgenesh1_pm.29_#_8",NA,NA,1,NA,NA,NA,NA,NA
"1582936|fgenesh1_pm.29_#_20",NA,NA,NA,2,NA,NA,NA,NA
"1582953|fgenesh1_pm.29_#_37",4,2,NA,2,NA,NA,NA,NA
"1582964|fgenesh1_pm.30_#_5",NA,NA,NA,NA,2,NA,2,2
"1582968|fgenesh1_pm.30_#_9",NA,NA,NA,3,2,NA,NA,NA
"1582971|fgenesh1_pm.30_#_12",NA,2,10,6,27,10,3,33
"1582975|fgenesh1_pm.30_#_16",NA,4,NA,NA,NA,NA,NA,2
"1582977|fgenesh1_pm.30_#_18",NA,NA,NA,NA,NA,NA,NA,2
"1582982|fgenesh1_pm.30_#_23",NA,5,NA,NA,2,NA,NA,NA
"1582984|fgenesh1_pm.30_#_25",NA,3,1,NA,2,2,4,2
"1582985|fgenesh1_pm.30_#_26",2,4,4,4,2,4,2,3
"1582989|fgenesh1_pm.30_#_30",NA,2,NA,1,2,4,2,18
"1582990|fgenesh1_pm.30_#_31",10,32,36,15,22,23,142,150
