"ID","12142020-cnf-1","12172020cl3","12182020cl1","12192020cml1","12202020","12212020","12232020cp","12252020cp2f"
"1434899|fgenesh1_pg.2_#_10",NA,2,NA,1,NA,NA,NA,4
"1434951|fgenesh1_pg.2_#_62",NA,2,NA,2,4,NA,NA,2
"1434973|fgenesh1_pg.2_#_84",NA,2,NA,NA,NA,NA,NA,NA
"1435016|fgenesh1_pg.2_#_127",NA,NA,NA,NA,NA,NA,2,NA
"1435036|fgenesh1_pg.2_#_147",NA,NA,NA,NA,NA,2,NA,NA
"1435042|fgenesh1_pg.2_#_153",5,2,11,29,30,10,NA,14
"1435043|fgenesh1_pg.2_#_154",NA,1,2,NA,NA,NA,NA,NA
"1435088|fgenesh1_pg.2_#_199",NA,2,1,2,2,NA,5,NA
"1435094|fgenesh1_pg.2_#_205",NA,NA,NA,NA,NA,2,NA,NA
"1435133|fgenesh1_pg.2_#_244",NA,NA,NA,NA,NA,NA,2,NA
"1435146|fgenesh1_pg.2_#_257",8,8,4,5,4,5,2,18
"1435165|fgenesh1_pg.2_#_276",NA,4,6,8,6,NA,NA,NA
"1435173|fgenesh1_pg.2_#_284",NA,3,NA,NA,2,2,5,11
"1435217|fgenesh1_pg.2_#_328",2,NA,2,NA,6,4,NA,NA
"1435226|fgenesh1_pg.2_#_337",NA,NA,NA,NA,2,NA,NA,NA
"1435258|fgenesh1_pg.2_#_369",42,12,9,23,26,27,7,14
"1435318|fgenesh1_pg.2_#_429",NA,NA,NA,NA,NA,NA,NA,2
"1435326|fgenesh1_pg.2_#_437",NA,NA,NA,NA,NA,NA,NA,2
"1435327|fgenesh1_pg.2_#_438",NA,NA,NA,NA,NA,2,NA,1
"1435331|fgenesh1_pg.2_#_442",NA,NA,NA,NA,NA,NA,NA,2
"1435332|fgenesh1_pg.2_#_443",26,18,4,12,10,6,14,6
"1435333|fgenesh1_pg.2_#_444",NA,NA,NA,2,NA,NA,NA,NA
"1435374|fgenesh1_pg.2_#_485",NA,NA,NA,NA,NA,NA,1,NA
"1435404|fgenesh1_pg.3_#_3",NA,2,NA,2,NA,NA,NA,NA
"1435456|fgenesh1_pg.3_#_55",NA,10,8,3,4,6,10,33
"1435458|fgenesh1_pg.3_#_57",NA,NA,NA,2,2,1,NA,NA
"1435464|fgenesh1_pg.3_#_63",NA,NA,1,NA,NA,NA,NA,NA
"1435466|fgenesh1_pg.3_#_65",NA,NA,NA,NA,NA,2,NA,2
"1435473|fgenesh1_pg.3_#_72",NA,NA,2,NA,6,2,NA,10
"1435511|fgenesh1_pg.3_#_110",NA,3,NA,NA,NA,NA,NA,8
"1435520|fgenesh1_pg.3_#_119",10,NA,4,NA,2,NA,NA,NA
"1435525|fgenesh1_pg.3_#_124",NA,NA,NA,NA,NA,2,NA,NA
"1435540|fgenesh1_pg.3_#_139",NA,NA,NA,1,NA,NA,NA,NA
"1435556|fgenesh1_pg.3_#_155",NA,NA,1,NA,NA,NA,NA,NA
"1435562|fgenesh1_pg.3_#_161",NA,2,2,NA,NA,NA,NA,NA
"1435582|fgenesh1_pg.3_#_181",NA,NA,NA,2,1,NA,NA,NA
"1435588|fgenesh1_pg.3_#_187",NA,NA,NA,NA,1,4,NA,NA
"1435612|fgenesh1_pg.3_#_211",NA,NA,NA,NA,NA,NA,NA,2
"1435613|fgenesh1_pg.3_#_212",NA,1,NA,NA,NA,NA,NA,NA
"1435615|fgenesh1_pg.3_#_214",NA,3,8,13,5,11,2,11
"1435627|fgenesh1_pg.3_#_226",NA,4,NA,NA,NA,NA,NA,NA
"1435628|fgenesh1_pg.3_#_227",NA,5,NA,NA,4,NA,NA,6
"1435649|fgenesh1_pg.3_#_248",NA,NA,NA,NA,NA,NA,2,4
"1435650|fgenesh1_pg.3_#_249",2,2,19,5,22,10,16,34
"1435671|fgenesh1_pg.3_#_270",NA,1,NA,NA,NA,NA,NA,NA
"1435715|fgenesh1_pg.3_#_314",NA,2,5,7,21,4,2,33
"1435730|fgenesh1_pg.3_#_329",NA,NA,1,NA,NA,2,NA,NA
"1435806|fgenesh1_pg.3_#_405",NA,3,NA,NA,2,NA,NA,NA
"1435818|fgenesh1_pg.3_#_417",NA,1,NA,NA,NA,3,NA,2
"1435820|fgenesh1_pg.3_#_419",4,12,13,2,18,26,35,76
"1435861|fgenesh1_pg.3_#_460",NA,NA,NA,NA,NA,NA,2,NA
"1435895|fgenesh1_pg.4_#_13",NA,5,2,NA,6,NA,2,2
"1435903|fgenesh1_pg.4_#_21",NA,NA,NA,NA,2,NA,NA,NA
"1435906|fgenesh1_pg.4_#_24",NA,NA,1,NA,NA,2,2,NA
"1435938|fgenesh1_pg.4_#_56",NA,1,NA,NA,NA,NA,NA,NA
"1435957|fgenesh1_pg.4_#_75",NA,NA,NA,NA,NA,NA,1,NA
"1435961|fgenesh1_pg.4_#_79",NA,1,NA,NA,NA,NA,NA,NA
"1435988|fgenesh1_pg.4_#_106",23,3,2,9,12,13,NA,NA
"1435991|fgenesh1_pg.4_#_109",NA,2,3,NA,6,2,NA,NA
"1435993|fgenesh1_pg.4_#_111",NA,2,NA,NA,NA,NA,NA,8
"1436011|fgenesh1_pg.4_#_129",NA,2,NA,2,NA,NA,NA,NA
"1436015|fgenesh1_pg.4_#_133",NA,2,NA,2,NA,NA,NA,NA
"1436026|fgenesh1_pg.4_#_144",NA,28,10,4,6,8,3,26
"1436044|fgenesh1_pg.4_#_162",NA,NA,1,NA,NA,NA,NA,NA
"1436069|fgenesh1_pg.4_#_187",2,1,NA,NA,NA,NA,NA,3
"1436078|fgenesh1_pg.4_#_196",NA,NA,NA,NA,NA,2,NA,NA
"1436095|fgenesh1_pg.4_#_213",NA,NA,1,NA,NA,NA,NA,NA
"1436121|fgenesh1_pg.4_#_239",NA,NA,NA,NA,NA,NA,NA,2
"1436161|fgenesh1_pg.4_#_279",NA,3,1,3,6,2,NA,2
"1436179|fgenesh1_pg.4_#_297",NA,NA,NA,NA,3,NA,NA,NA
"1436197|fgenesh1_pg.4_#_315",2,3,NA,1,NA,2,NA,NA
"1436205|fgenesh1_pg.4_#_323",3,4,5,6,5,NA,NA,NA
"1436213|fgenesh1_pg.4_#_331",NA,NA,NA,NA,NA,NA,NA,6
"1436222|fgenesh1_pg.4_#_340",NA,NA,2,2,NA,NA,2,2
"1436229|fgenesh1_pg.4_#_347",NA,3,NA,2,NA,NA,NA,NA
"1436320|fgenesh1_pg.4_#_438",NA,NA,4,NA,1,NA,NA,NA
"1436326|fgenesh1_pg.4_#_444",NA,1,NA,2,1,NA,17,NA
"1436359|fgenesh1_pg.5_#_12",2,4,4,1,6,NA,8,NA
"1436380|fgenesh1_pg.5_#_33",NA,2,NA,2,2,2,NA,4
"1436394|fgenesh1_pg.5_#_47",NA,NA,1,NA,NA,NA,NA,NA
"1436458|fgenesh1_pg.5_#_111",NA,NA,NA,NA,NA,NA,NA,6
"1436474|fgenesh1_pg.5_#_127",NA,NA,NA,NA,NA,2,NA,NA
"1436526|fgenesh1_pg.5_#_179",NA,2,NA,NA,NA,NA,NA,NA
"1436537|fgenesh1_pg.5_#_190",NA,NA,NA,NA,NA,NA,2,NA
"1436601|fgenesh1_pg.5_#_254",2,NA,2,NA,NA,NA,NA,NA
"1436604|fgenesh1_pg.5_#_257",NA,2,2,NA,2,NA,NA,2
"1436613|fgenesh1_pg.5_#_266",2,3,4,10,13,2,8,30
"1436656|fgenesh1_pg.5_#_309",NA,6,13,3,6,NA,NA,NA
"1436669|fgenesh1_pg.5_#_322",NA,NA,NA,NA,NA,NA,NA,2
"1436675|fgenesh1_pg.5_#_328",NA,1,NA,NA,NA,NA,NA,NA
"1436681|fgenesh1_pg.5_#_334",NA,5,2,2,NA,2,NA,2
"1436684|fgenesh1_pg.5_#_337",NA,2,3,12,15,17,2,20
"1436708|fgenesh1_pg.5_#_361",NA,2,NA,NA,1,NA,NA,NA
"1436711|fgenesh1_pg.5_#_364",NA,NA,NA,2,6,NA,NA,NA
"1436742|fgenesh1_pg.5_#_395",NA,NA,1,NA,1,NA,NA,NA
"1436759|fgenesh1_pg.5_#_412",NA,NA,1,NA,NA,NA,NA,NA
"1436772|fgenesh1_pg.5_#_425",NA,2,2,NA,NA,NA,1,6
"1436777|fgenesh1_pg.5_#_430",NA,NA,NA,NA,NA,2,NA,NA
"1436816|fgenesh1_pg.6_#_35",NA,3,NA,NA,3,NA,1,1
"1436854|fgenesh1_pg.6_#_73",NA,NA,NA,2,NA,NA,NA,NA
"1436858|fgenesh1_pg.6_#_77",NA,NA,NA,NA,NA,2,NA,NA
"1436886|fgenesh1_pg.6_#_105",4,3,NA,NA,NA,NA,NA,4
"1436893|fgenesh1_pg.6_#_112",NA,NA,NA,NA,NA,NA,2,NA
"1436895|fgenesh1_pg.6_#_114",NA,NA,NA,NA,4,NA,NA,NA
"1436901|fgenesh1_pg.6_#_120",NA,NA,NA,NA,NA,NA,NA,2
"1436938|fgenesh1_pg.6_#_157",2,43,22,45,25,26,3,30
"1436974|fgenesh1_pg.6_#_193",NA,NA,NA,NA,2,NA,NA,NA
"1436999|fgenesh1_pg.6_#_218",2,NA,NA,NA,NA,NA,NA,NA
"1437019|fgenesh1_pg.6_#_238",NA,NA,2,6,2,NA,NA,4
"1437047|fgenesh1_pg.6_#_266",NA,4,11,21,9,26,NA,1
"1437084|fgenesh1_pg.6_#_303",NA,NA,NA,2,NA,NA,NA,NA
"1437114|fgenesh1_pg.6_#_333",NA,NA,5,3,NA,2,NA,1
"1437115|fgenesh1_pg.6_#_334",NA,NA,NA,NA,NA,NA,NA,2
"1437118|fgenesh1_pg.6_#_337",NA,2,2,NA,3,4,NA,1
"1437126|fgenesh1_pg.6_#_345",NA,1,NA,NA,NA,NA,1,NA
"1437157|fgenesh1_pg.6_#_376",NA,3,3,NA,2,NA,NA,NA
"1437161|fgenesh1_pg.6_#_380",NA,1,NA,NA,2,NA,NA,NA
"1437162|fgenesh1_pg.7_#_1",NA,NA,NA,NA,NA,2,NA,NA
"1437164|fgenesh1_pg.7_#_3",2,NA,2,NA,NA,2,NA,NA
"1437166|fgenesh1_pg.7_#_5",NA,1,NA,NA,NA,NA,NA,NA
"1437192|fgenesh1_pg.7_#_31",NA,NA,2,NA,NA,1,NA,NA
"1437206|fgenesh1_pg.7_#_45",2,1,NA,NA,2,NA,1,NA
"1437219|fgenesh1_pg.7_#_58",NA,NA,NA,NA,2,NA,NA,NA
"1437236|fgenesh1_pg.7_#_75",NA,NA,NA,4,NA,NA,2,4
"1437238|fgenesh1_pg.7_#_77",NA,NA,NA,NA,NA,NA,2,NA
"1437255|fgenesh1_pg.7_#_94",2,NA,NA,NA,NA,NA,NA,NA
"1437276|fgenesh1_pg.7_#_115",NA,NA,NA,NA,NA,2,NA,NA
"1437282|fgenesh1_pg.7_#_121",NA,NA,1,NA,2,1,NA,NA
"1437286|fgenesh1_pg.7_#_125",NA,NA,NA,NA,NA,1,NA,NA
"1437287|fgenesh1_pg.7_#_126",NA,NA,NA,NA,NA,2,NA,NA
"1437289|fgenesh1_pg.7_#_128",NA,NA,NA,NA,2,NA,NA,NA
"1437291|fgenesh1_pg.7_#_130",NA,NA,1,NA,NA,NA,NA,NA
"1437292|fgenesh1_pg.7_#_131",NA,NA,NA,NA,NA,2,NA,NA
"1437317|fgenesh1_pg.7_#_156",NA,2,6,3,4,NA,NA,8
"1437382|fgenesh1_pg.7_#_221",NA,NA,NA,2,NA,NA,NA,NA
"1437408|fgenesh1_pg.7_#_247",NA,NA,NA,NA,NA,NA,2,NA
"1437468|fgenesh1_pg.7_#_307",NA,NA,NA,NA,2,NA,NA,NA
"1437469|fgenesh1_pg.7_#_308",NA,NA,NA,2,NA,NA,NA,NA
"1437479|fgenesh1_pg.8_#_4",NA,NA,NA,NA,NA,1,NA,NA
"1437486|fgenesh1_pg.8_#_11",NA,2,NA,2,3,2,NA,NA
"1437491|fgenesh1_pg.8_#_16",NA,5,1,1,7,NA,NA,NA
"1437493|fgenesh1_pg.8_#_18",NA,NA,NA,NA,NA,NA,NA,2
"1437506|fgenesh1_pg.8_#_31",NA,NA,2,NA,NA,NA,2,NA
"1437523|fgenesh1_pg.8_#_48",NA,1,4,NA,NA,NA,NA,NA
"1437529|fgenesh1_pg.8_#_54",2,9,NA,2,NA,NA,NA,NA
"1437571|fgenesh1_pg.8_#_96",NA,NA,NA,NA,2,NA,NA,NA
"1437586|fgenesh1_pg.8_#_111",NA,NA,2,1,NA,NA,NA,NA
"1437590|fgenesh1_pg.8_#_115",NA,NA,NA,NA,8,4,NA,4
"1437591|fgenesh1_pg.8_#_116",8,47,22,41,37,27,57,102
"1437614|fgenesh1_pg.8_#_139",14,19,50,69,67,33,202,59
"1437619|fgenesh1_pg.8_#_144",2,NA,NA,NA,NA,NA,NA,NA
"1437622|fgenesh1_pg.8_#_147",NA,NA,NA,NA,NA,2,NA,NA
"1437629|fgenesh1_pg.8_#_154",2,2,4,2,10,2,NA,2
"1437630|fgenesh1_pg.8_#_155",NA,NA,2,NA,NA,NA,NA,NA
"1437635|fgenesh1_pg.8_#_160",NA,6,5,6,4,NA,2,4
"1437654|fgenesh1_pg.8_#_179",NA,5,3,2,2,1,NA,5
"1437664|fgenesh1_pg.8_#_189",NA,NA,NA,NA,NA,NA,NA,2
"1437671|fgenesh1_pg.8_#_196",NA,NA,1,2,NA,5,NA,NA
"1437693|fgenesh1_pg.8_#_218",NA,NA,NA,NA,NA,NA,NA,2
"1437698|fgenesh1_pg.8_#_223",NA,NA,2,NA,NA,NA,NA,NA
"1437720|fgenesh1_pg.8_#_245",NA,1,NA,NA,NA,NA,NA,NA
"1437729|fgenesh1_pg.8_#_254",2,NA,2,NA,NA,NA,NA,4
"1437735|fgenesh1_pg.8_#_260",2,244,286,240,327,222,480,698
"1437762|fgenesh1_pg.8_#_287",NA,NA,NA,NA,NA,NA,NA,2
"1437782|fgenesh1_pg.8_#_307",NA,NA,NA,NA,2,NA,NA,NA
"1437803|fgenesh1_pg.9_#_10",NA,NA,NA,4,2,NA,NA,2
"1437804|fgenesh1_pg.9_#_11",NA,1,NA,NA,NA,4,NA,NA
"1437809|fgenesh1_pg.9_#_16",NA,2,1,NA,1,NA,NA,NA
"1437810|fgenesh1_pg.9_#_17",NA,NA,NA,NA,2,NA,NA,NA
"1437859|fgenesh1_pg.9_#_66",NA,NA,NA,1,NA,NA,NA,NA
"1437862|fgenesh1_pg.9_#_69",NA,NA,NA,NA,NA,NA,NA,4
"1437874|fgenesh1_pg.9_#_81",NA,NA,2,4,4,NA,NA,2
"1437891|fgenesh1_pg.9_#_98",NA,NA,1,NA,NA,NA,NA,NA
"1437921|fgenesh1_pg.9_#_128",NA,NA,2,NA,NA,NA,NA,NA
"1437923|fgenesh1_pg.9_#_130",NA,2,NA,NA,NA,NA,NA,NA
"1437939|fgenesh1_pg.9_#_146",2,20,NA,NA,NA,NA,NA,NA
"1437968|fgenesh1_pg.9_#_175",NA,NA,NA,NA,NA,NA,NA,2
"1437977|fgenesh1_pg.9_#_184",NA,NA,NA,NA,2,NA,NA,8
"1437995|fgenesh1_pg.9_#_202",NA,NA,2,NA,NA,NA,NA,NA
"1437997|fgenesh1_pg.9_#_204",NA,3,NA,NA,2,NA,NA,NA
"1438002|fgenesh1_pg.9_#_209",NA,2,NA,NA,NA,NA,NA,1
"1438012|fgenesh1_pg.9_#_219",NA,NA,NA,NA,NA,NA,NA,2
"1438014|fgenesh1_pg.9_#_221",NA,NA,NA,NA,NA,NA,2,NA
"1438069|fgenesh1_pg.9_#_276",NA,NA,NA,NA,NA,NA,1,NA
"1438071|fgenesh1_pg.9_#_278",NA,2,NA,NA,NA,NA,NA,1
"1438072|fgenesh1_pg.9_#_279",NA,NA,NA,2,NA,NA,NA,NA
"1438087|fgenesh1_pg.10_#_15",NA,NA,NA,NA,NA,NA,NA,4
"1438172|fgenesh1_pg.10_#_100",NA,3,NA,NA,2,NA,NA,NA
"1438178|fgenesh1_pg.10_#_106",2,NA,NA,3,NA,NA,NA,6
"1438181|fgenesh1_pg.10_#_109",4,6,6,NA,6,NA,6,4
"1438198|fgenesh1_pg.10_#_126",NA,1,NA,NA,1,NA,NA,2
"1438206|fgenesh1_pg.10_#_134",NA,NA,NA,NA,NA,6,NA,NA
"1438259|fgenesh1_pg.10_#_187",NA,NA,NA,NA,2,NA,2,NA
"1438260|fgenesh1_pg.10_#_188",NA,1,NA,NA,NA,NA,NA,2
"1438280|fgenesh1_pg.10_#_208",NA,2,NA,NA,NA,NA,NA,NA
"1438293|fgenesh1_pg.10_#_221",2,NA,NA,NA,2,NA,NA,2
"1438318|fgenesh1_pg.10_#_246",NA,NA,NA,NA,NA,2,NA,NA
"1438322|fgenesh1_pg.10_#_250",NA,2,NA,NA,2,NA,NA,NA
"1438357|fgenesh1_pg.11_#_1",NA,2,2,NA,NA,NA,2,NA
"1438358|fgenesh1_pg.11_#_2",NA,NA,NA,NA,NA,NA,NA,2
"1438360|fgenesh1_pg.11_#_4",NA,1,1,NA,NA,NA,NA,NA
"1438372|fgenesh1_pg.11_#_16",NA,NA,1,NA,4,NA,NA,1
"1438388|fgenesh1_pg.11_#_32",NA,NA,NA,NA,NA,NA,2,NA
"1438427|fgenesh1_pg.11_#_71",NA,1,2,NA,2,NA,NA,NA
"1438438|fgenesh1_pg.11_#_82",NA,1,NA,NA,NA,NA,NA,2
"1438439|fgenesh1_pg.11_#_83",NA,NA,1,NA,NA,NA,NA,NA
"1438447|fgenesh1_pg.11_#_91",NA,3,2,NA,NA,NA,2,NA
"1438485|fgenesh1_pg.11_#_129",NA,NA,NA,NA,NA,NA,2,NA
"1438515|fgenesh1_pg.11_#_159",NA,NA,NA,NA,1,NA,NA,NA
"1438524|fgenesh1_pg.11_#_168",NA,NA,2,NA,1,NA,NA,NA
"1438535|fgenesh1_pg.11_#_179",NA,NA,NA,NA,2,NA,NA,NA
"1438561|fgenesh1_pg.11_#_205",NA,3,3,10,NA,NA,NA,NA
"1438574|fgenesh1_pg.11_#_218",2,NA,NA,NA,NA,NA,NA,2
"1438582|fgenesh1_pg.11_#_226",NA,NA,NA,1,NA,NA,NA,NA
"1438590|fgenesh1_pg.11_#_234",NA,1,NA,NA,NA,NA,NA,NA
"1438618|fgenesh1_pg.11_#_262",NA,NA,NA,NA,2,2,NA,NA
"1438639|fgenesh1_pg.11_#_283",NA,2,4,NA,NA,NA,NA,NA
"1438643|fgenesh1_pg.12_#_2",NA,1,NA,NA,NA,NA,NA,NA
"1438648|fgenesh1_pg.12_#_7",NA,NA,NA,NA,NA,2,NA,NA
"1438683|fgenesh1_pg.12_#_42",NA,NA,NA,NA,NA,NA,NA,2
"1438685|fgenesh1_pg.12_#_44",2,NA,NA,2,NA,NA,NA,2
"1438694|fgenesh1_pg.12_#_53",NA,NA,1,NA,NA,NA,NA,NA
"1438696|fgenesh1_pg.12_#_55",NA,NA,NA,NA,2,NA,NA,NA
"1438704|fgenesh1_pg.12_#_63",NA,NA,NA,2,4,NA,NA,4
"1438725|fgenesh1_pg.12_#_84",NA,1,NA,2,NA,NA,NA,1
"1438763|fgenesh1_pg.12_#_122",NA,1,NA,NA,2,NA,NA,NA
"1438774|fgenesh1_pg.12_#_133",2,NA,NA,1,2,NA,4,10
"1438787|fgenesh1_pg.12_#_146",NA,NA,NA,2,NA,NA,NA,NA
"1438807|fgenesh1_pg.12_#_166",NA,NA,NA,NA,NA,NA,NA,2
"1438828|fgenesh1_pg.12_#_187",NA,NA,NA,NA,NA,NA,NA,2
"1438838|fgenesh1_pg.12_#_197",NA,11,2,2,4,4,NA,25
"1438848|fgenesh1_pg.12_#_207",NA,NA,NA,NA,NA,NA,3,2
"1438851|fgenesh1_pg.12_#_210",NA,NA,NA,NA,NA,NA,NA,2
"1438875|fgenesh1_pg.12_#_234",NA,NA,NA,NA,NA,NA,NA,2
"1438901|fgenesh1_pg.13_#_19",NA,NA,1,2,1,NA,NA,NA
"1438907|fgenesh1_pg.13_#_25",NA,NA,NA,NA,NA,NA,1,NA
"1438908|fgenesh1_pg.13_#_26",2,1,NA,NA,2,NA,NA,2
"1438916|fgenesh1_pg.13_#_34",NA,3,NA,NA,2,NA,NA,NA
"1438918|fgenesh1_pg.13_#_36",NA,NA,NA,NA,NA,NA,NA,2
"1438926|fgenesh1_pg.13_#_44",NA,NA,NA,NA,NA,NA,1,2
"1438929|fgenesh1_pg.13_#_47",NA,NA,NA,NA,2,NA,NA,NA
"1438930|fgenesh1_pg.13_#_48",NA,NA,1,NA,NA,NA,NA,NA
"1438931|fgenesh1_pg.13_#_49",NA,NA,2,NA,NA,NA,NA,NA
"1438960|fgenesh1_pg.13_#_78",2,NA,NA,NA,NA,NA,NA,NA
"1438976|fgenesh1_pg.13_#_94",NA,1,NA,NA,NA,NA,NA,2
"1439005|fgenesh1_pg.13_#_123",NA,2,NA,2,NA,1,NA,4
"1439050|fgenesh1_pg.13_#_168",NA,NA,NA,NA,1,NA,NA,NA
"1439069|fgenesh1_pg.13_#_187",NA,1,9,19,19,NA,1,7
"1439087|fgenesh1_pg.13_#_205",NA,1,NA,NA,NA,NA,NA,2
"1439106|fgenesh1_pg.13_#_224",2,3,1,NA,4,1,NA,NA
"1439110|fgenesh1_pg.13_#_228",NA,2,NA,NA,NA,NA,NA,NA
"1439131|fgenesh1_pg.14_#_20",NA,4,1,NA,NA,NA,NA,NA
"1439138|fgenesh1_pg.14_#_27",NA,NA,NA,NA,NA,NA,2,NA
"1439168|fgenesh1_pg.14_#_57",NA,2,NA,NA,2,NA,2,NA
"1439205|fgenesh1_pg.14_#_94",NA,1,NA,NA,NA,NA,NA,NA
"1439211|fgenesh1_pg.14_#_100",NA,NA,NA,NA,NA,2,NA,NA
"1439219|fgenesh1_pg.14_#_108",NA,NA,NA,2,NA,NA,NA,NA
"1439245|fgenesh1_pg.14_#_134",NA,NA,2,NA,2,NA,NA,NA
"1439246|fgenesh1_pg.14_#_135",NA,NA,NA,NA,1,NA,NA,NA
"1439251|fgenesh1_pg.14_#_140",NA,NA,NA,2,NA,1,NA,NA
"1439273|fgenesh1_pg.14_#_162",NA,1,NA,NA,NA,NA,NA,NA
"1439277|fgenesh1_pg.14_#_166",NA,NA,NA,NA,NA,2,NA,NA
"1439299|fgenesh1_pg.15_#_6",NA,1,NA,2,NA,NA,NA,NA
"1439312|fgenesh1_pg.15_#_19",2,20,59,26,79,59,6,64
"1439321|fgenesh1_pg.15_#_28",NA,14,4,4,4,2,1,14
"1439328|fgenesh1_pg.15_#_35",NA,5,NA,NA,4,2,NA,6
"1439356|fgenesh1_pg.15_#_63",NA,NA,2,NA,NA,NA,NA,NA
"1439364|fgenesh1_pg.15_#_71",NA,NA,NA,NA,2,NA,NA,NA
"1439385|fgenesh1_pg.15_#_92",NA,2,NA,NA,NA,NA,NA,NA
"1439388|fgenesh1_pg.15_#_95",NA,1,NA,NA,NA,NA,NA,NA
"1439390|fgenesh1_pg.15_#_97",NA,NA,NA,NA,NA,2,NA,2
"1439396|fgenesh1_pg.15_#_103",NA,2,NA,NA,NA,NA,NA,NA
"1439432|fgenesh1_pg.15_#_139",NA,NA,NA,NA,NA,NA,NA,2
"1439438|fgenesh1_pg.15_#_145",NA,14,17,22,10,17,26,36
"1439482|fgenesh1_pg.16_#_12",NA,NA,2,NA,NA,NA,NA,NA
"1439483|fgenesh1_pg.16_#_13",NA,4,NA,NA,NA,NA,NA,NA
"1439485|fgenesh1_pg.16_#_15",NA,NA,NA,NA,1,NA,NA,2
"1439517|fgenesh1_pg.16_#_47",NA,NA,2,NA,NA,NA,NA,NA
"1439526|fgenesh1_pg.16_#_56",NA,2,NA,3,NA,NA,NA,2
"1439530|fgenesh1_pg.16_#_60",NA,NA,2,NA,NA,NA,NA,NA
"1439535|fgenesh1_pg.16_#_65",NA,NA,NA,NA,3,NA,NA,NA
"1439556|fgenesh1_pg.16_#_86",6,2,4,2,2,2,NA,2
"1439558|fgenesh1_pg.16_#_88",NA,NA,NA,NA,2,NA,NA,NA
"1439566|fgenesh1_pg.16_#_96",NA,NA,NA,NA,NA,1,NA,NA
"1439580|fgenesh1_pg.16_#_110",NA,NA,NA,2,NA,NA,NA,NA
"1439607|fgenesh1_pg.16_#_137",NA,NA,2,2,NA,2,4,2
"1439640|fgenesh1_pg.17_#_5",2,NA,2,NA,2,NA,1,NA
"1439650|fgenesh1_pg.17_#_15",NA,NA,NA,NA,2,NA,NA,NA
"1439658|fgenesh1_pg.17_#_23",NA,NA,NA,NA,NA,NA,NA,2
"1439686|fgenesh1_pg.17_#_51",NA,NA,1,NA,NA,NA,NA,NA
"1439687|fgenesh1_pg.17_#_52",NA,2,NA,NA,NA,NA,NA,NA
"1439697|fgenesh1_pg.17_#_62",NA,NA,2,NA,NA,NA,NA,NA
"1439798|fgenesh1_pg.18_#_3",NA,1,NA,NA,NA,NA,NA,NA
"1439831|fgenesh1_pg.18_#_36",NA,2,NA,NA,NA,NA,NA,NA
"1439868|fgenesh1_pg.18_#_73",NA,1,NA,NA,NA,NA,NA,NA
"1439885|fgenesh1_pg.18_#_90",NA,NA,6,NA,2,4,10,2
"1439910|fgenesh1_pg.18_#_115",NA,1,NA,NA,NA,NA,NA,4
"1439911|fgenesh1_pg.18_#_116",NA,NA,2,NA,NA,NA,NA,NA
"1439925|fgenesh1_pg.18_#_130",NA,NA,NA,NA,NA,NA,2,NA
"1439933|fgenesh1_pg.18_#_138",18,20,34,67,99,63,74,165
"1439948|fgenesh1_pg.18_#_153",NA,2,NA,NA,NA,NA,2,2
"1439982|fgenesh1_pg.19_#_26",NA,1,NA,NA,NA,NA,NA,NA
"1439987|fgenesh1_pg.19_#_31",2,7,10,13,11,9,69,80
"1439991|fgenesh1_pg.19_#_35",NA,NA,NA,NA,NA,NA,1,NA
"1440019|fgenesh1_pg.19_#_63",NA,NA,NA,2,NA,1,NA,NA
"1440055|fgenesh1_pg.19_#_99",NA,1,NA,NA,NA,NA,2,NA
"1440062|fgenesh1_pg.19_#_106",NA,NA,NA,NA,NA,NA,NA,2
"1440098|fgenesh1_pg.19_#_142",NA,2,NA,NA,NA,NA,NA,2
"1440099|fgenesh1_pg.19_#_143",NA,NA,4,NA,NA,NA,NA,2
"1440115|fgenesh1_pg.20_#_4",2,NA,NA,NA,NA,NA,NA,4
"1440140|fgenesh1_pg.20_#_29",NA,NA,NA,NA,NA,NA,NA,2
"1440143|fgenesh1_pg.20_#_32",NA,NA,2,NA,NA,NA,2,2
"1440150|fgenesh1_pg.20_#_39",NA,NA,NA,2,NA,NA,NA,NA
"1440152|fgenesh1_pg.20_#_41",NA,1,NA,NA,1,NA,2,NA
"1440180|fgenesh1_pg.20_#_69",NA,3,3,2,NA,NA,NA,NA
"1440201|fgenesh1_pg.20_#_90",NA,1,NA,NA,NA,3,NA,NA
"1440205|fgenesh1_pg.20_#_94",NA,NA,NA,2,NA,NA,NA,2
"1440224|fgenesh1_pg.20_#_113",NA,1,NA,NA,NA,NA,NA,NA
"1440226|fgenesh1_pg.20_#_115",NA,NA,NA,NA,NA,NA,NA,2
"1440249|fgenesh1_pg.21_#_3",NA,NA,2,2,NA,2,NA,2
"1440267|fgenesh1_pg.21_#_21",NA,NA,2,3,4,2,3,2
"1440280|fgenesh1_pg.21_#_34",NA,NA,NA,NA,1,NA,NA,NA
"1440299|fgenesh1_pg.21_#_53",NA,3,1,NA,2,NA,NA,NA
"1440304|fgenesh1_pg.21_#_58",NA,NA,NA,NA,NA,NA,NA,2
"1440314|fgenesh1_pg.21_#_68",NA,NA,2,2,2,2,NA,3
"1440337|fgenesh1_pg.21_#_91",NA,NA,NA,2,NA,NA,NA,2
"1440364|fgenesh1_pg.21_#_118",NA,NA,NA,2,NA,NA,NA,2
